fecha,product_name,category_off,perecedero,ventas,precio,en_promocion,en_temporada,temp_inicio_mes,temp_fin_mes
2025-08-02,Jitomate bola fresco,fresh-tomato,1,9,78.13,0,0,,
2025-08-03,Jitomate bola fresco,fresh-tomato,1,7,82.34,0,0,,
2025-08-04,Jitomate bola fresco,fresh-tomato,1,4,77.68,0,0,,
2025-08-05,Jitomate bola fresco,fresh-tomato,1,9,78.81,0,0,,
2025-08-06,Jitomate bola fresco,fresh-tomato,1,5,74.28,0,0,,
2025-08-07,Jitomate bola fresco,fresh-tomato,1,10,78.8,0,0,,
2025-08-08,Jitomate bola fresco,fresh-tomato,1,3,84.29,0,0,,
2025-08-09,Jitomate bola fresco,fresh-tomato,1,15,80.79,0,0,,
2025-08-10,Jitomate bola fresco,fresh-tomato,1,2,75.01,0,0,,
2025-08-11,Jitomate bola fresco,fresh-tomato,1,6,79.31,0,0,,
2025-08-12,Jitomate bola fresco,fresh-tomato,1,2,80.78,0,0,,
2025-08-13,Jitomate bola fresco,fresh-tomato,1,3,73.86,0,0,,
2025-08-14,Jitomate bola fresco,fresh-tomato,1,7,78.09,0,0,,
2025-08-15,Jitomate bola fresco,fresh-tomato,1,14,59.48,1,0,,
2025-08-16,Jitomate bola fresco,fresh-tomato,1,9,72.95,0,0,,
2025-08-17,Jitomate bola fresco,fresh-tomato,1,10,81.63,0,0,,
2025-08-18,Jitomate bola fresco,fresh-tomato,1,3,80.32,0,0,,
2025-08-19,Jitomate bola fresco,fresh-tomato,1,8,78.38,0,0,,
2025-08-20,Jitomate bola fresco,fresh-tomato,1,3,75.09,0,0,,
2025-08-21,Jitomate bola fresco,fresh-tomato,1,3,67.61,0,0,,
2025-08-22,Jitomate bola fresco,fresh-tomato,1,7,81.18,0,0,,
2025-08-23,Jitomate bola fresco,fresh-tomato,1,6,79.53,0,0,,
2025-08-24,Jitomate bola fresco,fresh-tomato,1,5,81.68,0,0,,
2025-08-25,Jitomate bola fresco,fresh-tomato,1,3,76.03,0,0,,
2025-08-26,Jitomate bola fresco,fresh-tomato,1,2,82.42,0,0,,
2025-08-27,Jitomate bola fresco,fresh-tomato,1,4,79.49,0,0,,
2025-08-28,Jitomate bola fresco,fresh-tomato,1,4,76.93,0,0,,
2025-08-29,Jitomate bola fresco,fresh-tomato,1,5,83.65,0,0,,
2025-08-30,Jitomate bola fresco,fresh-tomato,1,12,77.86,0,0,,
2025-08-31,Jitomate bola fresco,fresh-tomato,1,11,76.74,0,0,,
2025-09-01,Jitomate bola fresco,fresh-tomato,1,3,63.39,1,0,,
2025-09-02,Jitomate bola fresco,fresh-tomato,1,5,73.95,0,0,,
2025-09-03,Jitomate bola fresco,fresh-tomato,1,8,74.32,0,0,,
2025-09-04,Jitomate bola fresco,fresh-tomato,1,9,78.81,0,0,,
2025-09-05,Jitomate bola fresco,fresh-tomato,1,6,76.6,0,0,,
2025-09-06,Jitomate bola fresco,fresh-tomato,1,10,77.07,0,0,,
2025-09-07,Jitomate bola fresco,fresh-tomato,1,6,60.3,1,0,,
2025-09-08,Jitomate bola fresco,fresh-tomato,1,2,73.74,0,0,,
2025-09-09,Jitomate bola fresco,fresh-tomato,1,5,77.66,0,0,,
2025-09-10,Jitomate bola fresco,fresh-tomato,1,3,72.73,0,0,,
2025-09-11,Jitomate bola fresco,fresh-tomato,1,7,75.62,0,0,,
2025-09-12,Jitomate bola fresco,fresh-tomato,1,11,80.42,0,0,,
2025-09-13,Jitomate bola fresco,fresh-tomato,1,15,78.06,0,0,,
2025-09-14,Jitomate bola fresco,fresh-tomato,1,9,82.21,0,0,,
2025-09-15,Jitomate bola fresco,fresh-tomato,1,2,77.5,0,0,,
2025-09-16,Jitomate bola fresco,fresh-tomato,1,3,79.06,0,0,,
2025-09-17,Jitomate bola fresco,fresh-tomato,1,2,75.43,0,0,,
2025-09-18,Jitomate bola fresco,fresh-tomato,1,4,77.94,0,0,,
2025-09-19,Jitomate bola fresco,fresh-tomato,1,3,83.15,0,0,,
2025-09-20,Jitomate bola fresco,fresh-tomato,1,11,72.52,0,0,,
2025-09-21,Jitomate bola fresco,fresh-tomato,1,8,76.57,0,0,,
2025-09-22,Jitomate bola fresco,fresh-tomato,1,0,81.43,0,0,,
2025-09-23,Jitomate bola fresco,fresh-tomato,1,7,75.43,0,0,,
2025-09-24,Jitomate bola fresco,fresh-tomato,1,2,78.61,0,0,,
2025-09-25,Jitomate bola fresco,fresh-tomato,1,10,78.7,0,0,,
2025-09-26,Jitomate bola fresco,fresh-tomato,1,7,72.98,0,0,,
2025-09-27,Jitomate bola fresco,fresh-tomato,1,14,76.89,0,0,,
2025-09-28,Jitomate bola fresco,fresh-tomato,1,7,76.33,0,0,,
2025-09-29,Jitomate bola fresco,fresh-tomato,1,5,84.86,0,0,,
2025-09-30,Jitomate bola fresco,fresh-tomato,1,3,81.36,0,0,,
2025-10-01,Jitomate bola fresco,fresh-tomato,1,2,87.19,0,0,,
2025-10-02,Jitomate bola fresco,fresh-tomato,1,9,76.86,0,0,,
2025-10-03,Jitomate bola fresco,fresh-tomato,1,5,76.94,0,0,,
2025-10-04,Jitomate bola fresco,fresh-tomato,1,4,70.95,0,0,,
2025-10-05,Jitomate bola fresco,fresh-tomato,1,4,73.82,0,0,,
2025-10-06,Jitomate bola fresco,fresh-tomato,1,6,78.18,0,0,,
2025-10-07,Jitomate bola fresco,fresh-tomato,1,6,80.15,0,0,,
2025-10-08,Jitomate bola fresco,fresh-tomato,1,4,84.75,0,0,,
2025-10-09,Jitomate bola fresco,fresh-tomato,1,7,76.13,0,0,,
2025-10-10,Jitomate bola fresco,fresh-tomato,1,3,76.48,0,0,,
2025-10-11,Jitomate bola fresco,fresh-tomato,1,5,74.39,0,0,,
2025-10-12,Jitomate bola fresco,fresh-tomato,1,6,77.3,0,0,,
2025-10-13,Jitomate bola fresco,fresh-tomato,1,1,73.89,0,0,,
2025-10-14,Jitomate bola fresco,fresh-tomato,1,3,79.24,0,0,,
2025-10-15,Jitomate bola fresco,fresh-tomato,1,7,79.88,0,0,,
2025-10-16,Jitomate bola fresco,fresh-tomato,1,6,85.1,0,0,,
2025-10-17,Jitomate bola fresco,fresh-tomato,1,2,75.78,0,0,,
2025-10-18,Jitomate bola fresco,fresh-tomato,1,12,78.7,0,0,,
2025-10-19,Jitomate bola fresco,fresh-tomato,1,8,73.31,0,0,,
2025-10-20,Jitomate bola fresco,fresh-tomato,1,6,81.9,0,0,,
2025-10-21,Jitomate bola fresco,fresh-tomato,1,4,83.6,0,0,,
2025-10-22,Jitomate bola fresco,fresh-tomato,1,6,81.71,0,0,,
2025-10-23,Jitomate bola fresco,fresh-tomato,1,2,76.32,0,0,,
2025-10-24,Jitomate bola fresco,fresh-tomato,1,10,74.36,0,0,,
2025-10-25,Jitomate bola fresco,fresh-tomato,1,8,80.95,0,0,,
2025-10-26,Jitomate bola fresco,fresh-tomato,1,9,81.54,0,0,,
2025-10-27,Jitomate bola fresco,fresh-tomato,1,2,86.52,0,0,,
2025-10-28,Jitomate bola fresco,fresh-tomato,1,3,85.23,0,0,,
2025-10-29,Jitomate bola fresco,fresh-tomato,1,7,59.63,1,0,,
2025-10-30,Jitomate bola fresco,fresh-tomato,1,2,71.44,0,0,,
2025-10-31,Jitomate bola fresco,fresh-tomato,1,5,77.98,0,0,,
2025-11-01,Jitomate bola fresco,fresh-tomato,1,8,74.68,0,0,,
2025-11-02,Jitomate bola fresco,fresh-tomato,1,6,80.82,0,0,,
2025-11-03,Jitomate bola fresco,fresh-tomato,1,4,77.0,0,0,,
2025-11-04,Jitomate bola fresco,fresh-tomato,1,3,83.49,0,0,,
2025-11-05,Jitomate bola fresco,fresh-tomato,1,4,77.97,0,0,,
2025-11-06,Jitomate bola fresco,fresh-tomato,1,5,75.28,0,0,,
2025-11-07,Jitomate bola fresco,fresh-tomato,1,7,73.95,0,0,,
2025-11-08,Jitomate bola fresco,fresh-tomato,1,15,80.79,0,0,,
2025-11-09,Jitomate bola fresco,fresh-tomato,1,9,77.99,0,0,,
2025-11-10,Jitomate bola fresco,fresh-tomato,1,5,62.73,1,0,,
2025-11-11,Jitomate bola fresco,fresh-tomato,1,3,79.18,0,0,,
2025-11-12,Jitomate bola fresco,fresh-tomato,1,6,75.05,0,0,,
2025-11-13,Jitomate bola fresco,fresh-tomato,1,5,77.49,0,0,,
2025-11-14,Jitomate bola fresco,fresh-tomato,1,4,83.01,0,0,,
2025-11-15,Jitomate bola fresco,fresh-tomato,1,1,79.78,0,0,,
2025-11-16,Jitomate bola fresco,fresh-tomato,1,6,78.55,0,0,,
2025-11-17,Jitomate bola fresco,fresh-tomato,1,4,72.29,0,0,,
2025-11-18,Jitomate bola fresco,fresh-tomato,1,5,73.93,0,0,,
2025-11-19,Jitomate bola fresco,fresh-tomato,1,4,75.7,0,0,,
2025-11-20,Jitomate bola fresco,fresh-tomato,1,6,81.14,0,0,,
2025-11-21,Jitomate bola fresco,fresh-tomato,1,6,83.43,0,0,,
2025-11-22,Jitomate bola fresco,fresh-tomato,1,11,78.59,0,0,,
2025-11-23,Jitomate bola fresco,fresh-tomato,1,6,76.94,0,0,,
2025-11-24,Jitomate bola fresco,fresh-tomato,1,2,76.32,0,0,,
2025-11-25,Jitomate bola fresco,fresh-tomato,1,6,74.29,0,0,,
2025-11-26,Jitomate bola fresco,fresh-tomato,1,0,73.96,0,0,,
2025-11-27,Jitomate bola fresco,fresh-tomato,1,4,75.67,0,0,,
2025-11-28,Jitomate bola fresco,fresh-tomato,1,8,79.8,0,0,,
2025-11-29,Jitomate bola fresco,fresh-tomato,1,4,76.78,0,0,,
2025-11-30,Jitomate bola fresco,fresh-tomato,1,10,64.64,1,0,,
2022-12-01,Frijol negro 1 kg,beans-dry,0,7,44.26,0,0,,
2022-12-02,Frijol negro 1 kg,beans-dry,0,6,42.89,0,0,,
2022-12-03,Frijol negro 1 kg,beans-dry,0,6,46.18,0,0,,
2022-12-04,Frijol negro 1 kg,beans-dry,0,9,44.22,0,0,,
2022-12-05,Frijol negro 1 kg,beans-dry,0,7,41.33,0,0,,
2022-12-06,Frijol negro 1 kg,beans-dry,0,2,46.53,0,0,,
2022-12-07,Frijol negro 1 kg,beans-dry,0,8,46.44,0,0,,
2022-12-08,Frijol negro 1 kg,beans-dry,0,9,35.97,1,0,,
2022-12-09,Frijol negro 1 kg,beans-dry,0,9,44.43,0,0,,
2022-12-10,Frijol negro 1 kg,beans-dry,0,7,46.96,0,0,,
2022-12-11,Frijol negro 1 kg,beans-dry,0,4,44.7,0,0,,
2022-12-12,Frijol negro 1 kg,beans-dry,0,2,48.59,0,0,,
2022-12-13,Frijol negro 1 kg,beans-dry,0,9,42.58,0,0,,
2022-12-14,Frijol negro 1 kg,beans-dry,0,5,43.74,0,0,,
2022-12-15,Frijol negro 1 kg,beans-dry,0,6,47.57,0,0,,
2022-12-16,Frijol negro 1 kg,beans-dry,0,11,40.96,0,0,,
2022-12-17,Frijol negro 1 kg,beans-dry,0,9,45.24,0,0,,
2022-12-18,Frijol negro 1 kg,beans-dry,0,7,46.59,0,0,,
2022-12-19,Frijol negro 1 kg,beans-dry,0,3,46.49,0,0,,
2022-12-20,Frijol negro 1 kg,beans-dry,0,5,46.9,0,0,,
2022-12-21,Frijol negro 1 kg,beans-dry,0,5,43.7,0,0,,
2022-12-22,Frijol negro 1 kg,beans-dry,0,10,46.8,0,0,,
2022-12-23,Frijol negro 1 kg,beans-dry,0,12,35.7,1,0,,
2022-12-24,Frijol negro 1 kg,beans-dry,0,3,45.06,0,0,,
2022-12-25,Frijol negro 1 kg,beans-dry,0,6,42.2,0,0,,
2022-12-26,Frijol negro 1 kg,beans-dry,0,8,44.91,0,0,,
2022-12-27,Frijol negro 1 kg,beans-dry,0,5,44.16,0,0,,
2022-12-28,Frijol negro 1 kg,beans-dry,0,6,46.24,0,0,,
2022-12-29,Frijol negro 1 kg,beans-dry,0,5,46.17,0,0,,
2022-12-30,Frijol negro 1 kg,beans-dry,0,5,46.28,0,0,,
2022-12-31,Frijol negro 1 kg,beans-dry,0,7,46.59,0,0,,
2023-01-01,Frijol negro 1 kg,beans-dry,0,7,48.32,0,0,,
2023-01-02,Frijol negro 1 kg,beans-dry,0,4,44.65,0,0,,
2023-01-03,Frijol negro 1 kg,beans-dry,0,9,45.35,0,0,,
2023-01-04,Frijol negro 1 kg,beans-dry,0,6,42.16,0,0,,
2023-01-05,Frijol negro 1 kg,beans-dry,0,6,46.07,0,0,,
2023-01-06,Frijol negro 1 kg,beans-dry,0,11,45.15,0,0,,
2023-01-07,Frijol negro 1 kg,beans-dry,0,15,45.68,0,0,,
2023-01-08,Frijol negro 1 kg,beans-dry,0,11,43.28,0,0,,
2023-01-09,Frijol negro 1 kg,beans-dry,0,1,43.84,0,0,,
2023-01-10,Frijol negro 1 kg,beans-dry,0,6,45.32,0,0,,
2023-01-11,Frijol negro 1 kg,beans-dry,0,5,46.17,0,0,,
2023-01-12,Frijol negro 1 kg,beans-dry,0,0,46.39,0,0,,
2023-01-13,Frijol negro 1 kg,beans-dry,0,10,45.05,0,0,,
2023-01-14,Frijol negro 1 kg,beans-dry,0,14,46.09,0,0,,
2023-01-15,Frijol negro 1 kg,beans-dry,0,3,43.25,0,0,,
2023-01-16,Frijol negro 1 kg,beans-dry,0,2,46.98,0,0,,
2023-01-17,Frijol negro 1 kg,beans-dry,0,3,43.7,0,0,,
2023-01-18,Frijol negro 1 kg,beans-dry,0,8,45.92,0,0,,
2023-01-19,Frijol negro 1 kg,beans-dry,0,2,49.01,0,0,,
2023-01-20,Frijol negro 1 kg,beans-dry,0,9,43.76,0,0,,
2023-01-21,Frijol negro 1 kg,beans-dry,0,7,43.02,0,0,,
2023-01-22,Frijol negro 1 kg,beans-dry,0,8,42.38,0,0,,
2023-01-23,Frijol negro 1 kg,beans-dry,0,4,47.03,0,0,,
2023-01-24,Frijol negro 1 kg,beans-dry,0,10,43.7,0,0,,
2023-01-25,Frijol negro 1 kg,beans-dry,0,7,47.72,0,0,,
2023-01-26,Frijol negro 1 kg,beans-dry,0,5,46.46,0,0,,
2023-01-27,Frijol negro 1 kg,beans-dry,0,7,40.07,0,0,,
2023-01-28,Frijol negro 1 kg,beans-dry,0,6,45.52,0,0,,
2023-01-29,Frijol negro 1 kg,beans-dry,0,8,44.25,0,0,,
2023-01-30,Frijol negro 1 kg,beans-dry,0,3,41.76,0,0,,
2023-01-31,Frijol negro 1 kg,beans-dry,0,4,43.04,0,0,,
2023-02-01,Frijol negro 1 kg,beans-dry,0,9,42.31,0,0,,
2023-02-02,Frijol negro 1 kg,beans-dry,0,3,45.54,0,0,,
2023-02-03,Frijol negro 1 kg,beans-dry,0,6,46.15,0,0,,
2023-02-04,Frijol negro 1 kg,beans-dry,0,15,43.1,0,0,,
2023-02-05,Frijol negro 1 kg,beans-dry,0,8,44.21,0,0,,
2023-02-06,Frijol negro 1 kg,beans-dry,0,3,42.76,0,0,,
2023-02-07,Frijol negro 1 kg,beans-dry,0,6,42.16,0,0,,
2023-02-08,Frijol negro 1 kg,beans-dry,0,2,46.95,0,0,,
2023-02-09,Frijol negro 1 kg,beans-dry,0,8,49.77,0,0,,
2023-02-10,Frijol negro 1 kg,beans-dry,0,6,47.87,0,0,,
2023-02-11,Frijol negro 1 kg,beans-dry,0,12,45.22,0,0,,
2023-02-12,Frijol negro 1 kg,beans-dry,0,10,46.77,0,0,,
2023-02-13,Frijol negro 1 kg,beans-dry,0,2,44.47,0,0,,
2023-02-14,Frijol negro 1 kg,beans-dry,0,6,45.35,0,0,,
2023-02-15,Frijol negro 1 kg,beans-dry,0,3,43.1,0,0,,
2023-02-16,Frijol negro 1 kg,beans-dry,0,7,46.56,0,0,,
2023-02-17,Frijol negro 1 kg,beans-dry,0,6,43.15,0,0,,
2023-02-18,Frijol negro 1 kg,beans-dry,0,10,48.38,0,0,,
2023-02-19,Frijol negro 1 kg,beans-dry,0,7,46.8,0,0,,
2023-02-20,Frijol negro 1 kg,beans-dry,0,3,42.64,0,0,,
2023-02-21,Frijol negro 1 kg,beans-dry,0,6,43.94,0,0,,
2023-02-22,Frijol negro 1 kg,beans-dry,0,4,43.23,0,0,,
2023-02-23,Frijol negro 1 kg,beans-dry,0,5,44.88,0,0,,
2023-02-24,Frijol negro 1 kg,beans-dry,0,7,43.84,0,0,,
2023-02-25,Frijol negro 1 kg,beans-dry,0,8,43.03,0,0,,
2023-02-26,Frijol negro 1 kg,beans-dry,0,11,46.43,0,0,,
2023-02-27,Frijol negro 1 kg,beans-dry,0,3,44.65,0,0,,
2023-02-28,Frijol negro 1 kg,beans-dry,0,10,46.09,0,0,,
2023-03-01,Frijol negro 1 kg,beans-dry,0,3,44.61,0,0,,
2023-03-02,Frijol negro 1 kg,beans-dry,0,8,46.07,0,0,,
2023-03-03,Frijol negro 1 kg,beans-dry,0,8,44.22,0,0,,
2023-03-04,Frijol negro 1 kg,beans-dry,0,12,44.51,0,0,,
2023-03-05,Frijol negro 1 kg,beans-dry,0,3,43.7,0,0,,
2023-03-06,Frijol negro 1 kg,beans-dry,0,1,45.2,0,0,,
2023-03-07,Frijol negro 1 kg,beans-dry,0,7,44.26,0,0,,
2023-03-08,Frijol negro 1 kg,beans-dry,0,2,44.52,0,0,,
2023-03-09,Frijol negro 1 kg,beans-dry,0,6,48.12,0,0,,
2023-03-10,Frijol negro 1 kg,beans-dry,0,11,47.29,0,0,,
2023-03-11,Frijol negro 1 kg,beans-dry,0,9,44.45,0,0,,
2023-03-12,Frijol negro 1 kg,beans-dry,0,7,47.55,0,0,,
2023-03-13,Frijol negro 1 kg,beans-dry,0,3,43.16,0,0,,
2023-03-14,Frijol negro 1 kg,beans-dry,0,3,44.43,0,0,,
2023-03-15,Frijol negro 1 kg,beans-dry,0,5,44.34,0,0,,
2023-03-16,Frijol negro 1 kg,beans-dry,0,5,42.21,0,0,,
2023-03-17,Frijol negro 1 kg,beans-dry,0,8,47.38,0,0,,
2023-03-18,Frijol negro 1 kg,beans-dry,0,6,44.71,0,0,,
2023-03-19,Frijol negro 1 kg,beans-dry,0,5,43.28,0,0,,
2023-03-20,Frijol negro 1 kg,beans-dry,0,0,47.23,0,0,,
2023-03-21,Frijol negro 1 kg,beans-dry,0,6,45.74,0,0,,
2023-03-22,Frijol negro 1 kg,beans-dry,0,7,43.13,0,0,,
2023-03-23,Frijol negro 1 kg,beans-dry,0,6,42.96,0,0,,
2023-03-24,Frijol negro 1 kg,beans-dry,0,9,49.95,0,0,,
2023-03-25,Frijol negro 1 kg,beans-dry,0,7,49.51,0,0,,
2023-03-26,Frijol negro 1 kg,beans-dry,0,9,44.19,0,0,,
2023-03-27,Frijol negro 1 kg,beans-dry,0,2,45.83,0,0,,
2023-03-28,Frijol negro 1 kg,beans-dry,0,4,39.83,0,0,,
2023-03-29,Frijol negro 1 kg,beans-dry,0,3,45.21,0,0,,
2023-03-30,Frijol negro 1 kg,beans-dry,0,8,45.49,0,0,,
2023-03-31,Frijol negro 1 kg,beans-dry,0,9,44.37,0,0,,
2023-04-01,Frijol negro 1 kg,beans-dry,0,7,46.29,0,0,,
2023-04-02,Frijol negro 1 kg,beans-dry,0,7,46.26,0,0,,
2023-04-03,Frijol negro 1 kg,beans-dry,0,7,48.63,0,0,,
2023-04-04,Frijol negro 1 kg,beans-dry,0,6,44.79,0,0,,
2023-04-05,Frijol negro 1 kg,beans-dry,0,6,45.95,0,0,,
2023-04-06,Frijol negro 1 kg,beans-dry,0,7,45.99,0,0,,
2023-04-07,Frijol negro 1 kg,beans-dry,0,7,43.66,0,0,,
2023-04-08,Frijol negro 1 kg,beans-dry,0,10,47.62,0,0,,
2023-04-09,Frijol negro 1 kg,beans-dry,0,5,46.03,0,0,,
2023-04-10,Frijol negro 1 kg,beans-dry,0,7,48.83,0,0,,
2023-04-11,Frijol negro 1 kg,beans-dry,0,5,46.99,0,0,,
2023-04-12,Frijol negro 1 kg,beans-dry,0,7,47.62,0,0,,
2023-04-13,Frijol negro 1 kg,beans-dry,0,5,45.58,0,0,,
2023-04-14,Frijol negro 1 kg,beans-dry,0,6,42.57,0,0,,
2023-04-15,Frijol negro 1 kg,beans-dry,0,11,45.65,0,0,,
2023-04-16,Frijol negro 1 kg,beans-dry,0,12,47.67,0,0,,
2023-04-17,Frijol negro 1 kg,beans-dry,0,4,33.96,1,0,,
2023-04-18,Frijol negro 1 kg,beans-dry,0,6,43.96,0,0,,
2023-04-19,Frijol negro 1 kg,beans-dry,0,9,34.38,1,0,,
2023-04-20,Frijol negro 1 kg,beans-dry,0,7,46.51,0,0,,
2023-04-21,Frijol negro 1 kg,beans-dry,0,7,44.35,0,0,,
2023-04-22,Frijol negro 1 kg,beans-dry,0,8,47.1,0,0,,
2023-04-23,Frijol negro 1 kg,beans-dry,0,12,41.8,0,0,,
2023-04-24,Frijol negro 1 kg,beans-dry,0,4,45.54,0,0,,
2023-04-25,Frijol negro 1 kg,beans-dry,0,11,44.18,0,0,,
2023-04-26,Frijol negro 1 kg,beans-dry,0,4,46.1,0,0,,
2023-04-27,Frijol negro 1 kg,beans-dry,0,11,48.23,0,0,,
2023-04-28,Frijol negro 1 kg,beans-dry,0,8,47.53,0,0,,
2023-04-29,Frijol negro 1 kg,beans-dry,0,6,48.21,0,0,,
2023-04-30,Frijol negro 1 kg,beans-dry,0,12,43.6,0,0,,
2023-05-01,Frijol negro 1 kg,beans-dry,0,3,44.63,0,0,,
2023-05-02,Frijol negro 1 kg,beans-dry,0,2,44.37,0,0,,
2023-05-03,Frijol negro 1 kg,beans-dry,0,6,41.6,0,0,,
2023-05-04,Frijol negro 1 kg,beans-dry,0,6,46.54,0,0,,
2023-05-05,Frijol negro 1 kg,beans-dry,0,11,43.51,0,0,,
2023-05-06,Frijol negro 1 kg,beans-dry,0,4,50.23,0,0,,
2023-05-07,Frijol negro 1 kg,beans-dry,0,7,43.15,0,0,,
2023-05-08,Frijol negro 1 kg,beans-dry,0,4,46.04,0,0,,
2023-05-09,Frijol negro 1 kg,beans-dry,0,3,46.98,0,0,,
2023-05-10,Frijol negro 1 kg,beans-dry,0,6,43.7,0,0,,
2023-05-11,Frijol negro 1 kg,beans-dry,0,15,45.8,0,0,,
2023-05-12,Frijol negro 1 kg,beans-dry,0,7,44.61,0,0,,
2023-05-13,Frijol negro 1 kg,beans-dry,0,10,48.24,0,0,,
2023-05-14,Frijol negro 1 kg,beans-dry,0,18,44.0,0,0,,
2023-05-15,Frijol negro 1 kg,beans-dry,0,5,34.81,1,0,,
2023-05-16,Frijol negro 1 kg,beans-dry,0,4,47.32,0,0,,
2023-05-17,Frijol negro 1 kg,beans-dry,0,5,45.86,0,0,,
2023-05-18,Frijol negro 1 kg,beans-dry,0,14,45.35,0,0,,
2023-05-19,Frijol negro 1 kg,beans-dry,0,8,43.99,0,0,,
2023-05-20,Frijol negro 1 kg,beans-dry,0,14,44.45,0,0,,
2023-05-21,Frijol negro 1 kg,beans-dry,0,9,47.55,0,0,,
2023-05-22,Frijol negro 1 kg,beans-dry,0,4,45.61,0,0,,
2023-05-23,Frijol negro 1 kg,beans-dry,0,2,35.45,1,0,,
2023-05-24,Frijol negro 1 kg,beans-dry,0,5,47.27,0,0,,
2023-05-25,Frijol negro 1 kg,beans-dry,0,4,43.37,0,0,,
2023-05-26,Frijol negro 1 kg,beans-dry,0,2,45.27,0,0,,
2023-05-27,Frijol negro 1 kg,beans-dry,0,6,48.09,0,0,,
2023-05-28,Frijol negro 1 kg,beans-dry,0,10,45.97,0,0,,
2023-05-29,Frijol negro 1 kg,beans-dry,0,0,46.98,0,0,,
2023-05-30,Frijol negro 1 kg,beans-dry,0,5,47.33,0,0,,
2023-05-31,Frijol negro 1 kg,beans-dry,0,3,47.48,0,0,,
2023-06-01,Frijol negro 1 kg,beans-dry,0,5,42.91,0,0,,
2023-06-02,Frijol negro 1 kg,beans-dry,0,7,47.88,0,0,,
2023-06-03,Frijol negro 1 kg,beans-dry,0,10,43.71,0,0,,
2023-06-04,Frijol negro 1 kg,beans-dry,0,5,37.16,1,0,,
2023-06-05,Frijol negro 1 kg,beans-dry,0,3,43.06,0,0,,
2023-06-06,Frijol negro 1 kg,beans-dry,0,6,44.65,0,0,,
2023-06-07,Frijol negro 1 kg,beans-dry,0,5,40.64,0,0,,
2023-06-08,Frijol negro 1 kg,beans-dry,0,8,44.49,0,0,,
2023-06-09,Frijol negro 1 kg,beans-dry,0,7,45.61,0,0,,
2023-06-10,Frijol negro 1 kg,beans-dry,0,8,42.49,0,0,,
2023-06-11,Frijol negro 1 kg,beans-dry,0,8,36.53,1,0,,
2023-06-12,Frijol negro 1 kg,beans-dry,0,5,45.31,0,0,,
2023-06-13,Frijol negro 1 kg,beans-dry,0,7,46.27,0,0,,
2023-06-14,Frijol negro 1 kg,beans-dry,0,3,42.58,0,0,,
2023-06-15,Frijol negro 1 kg,beans-dry,0,3,45.32,0,0,,
2023-06-16,Frijol negro 1 kg,beans-dry,0,4,42.07,0,0,,
2023-06-17,Frijol negro 1 kg,beans-dry,0,6,44.25,0,0,,
2023-06-18,Frijol negro 1 kg,beans-dry,0,8,45.67,0,0,,
2023-06-19,Frijol negro 1 kg,beans-dry,0,4,40.91,0,0,,
2023-06-20,Frijol negro 1 kg,beans-dry,0,5,43.88,0,0,,
2023-06-21,Frijol negro 1 kg,beans-dry,0,6,43.84,0,0,,
2023-06-22,Frijol negro 1 kg,beans-dry,0,3,45.89,0,0,,
2023-06-23,Frijol negro 1 kg,beans-dry,0,8,44.01,0,0,,
2023-06-24,Frijol negro 1 kg,beans-dry,0,10,46.24,0,0,,
2023-06-25,Frijol negro 1 kg,beans-dry,0,10,46.93,0,0,,
2023-06-26,Frijol negro 1 kg,beans-dry,0,6,45.94,0,0,,
2023-06-27,Frijol negro 1 kg,beans-dry,0,6,43.45,0,0,,
2023-06-28,Frijol negro 1 kg,beans-dry,0,5,44.37,0,0,,
2023-06-29,Frijol negro 1 kg,beans-dry,0,3,44.78,0,0,,
2023-06-30,Frijol negro 1 kg,beans-dry,0,3,45.91,0,0,,
2023-07-01,Frijol negro 1 kg,beans-dry,0,11,44.68,0,0,,
2023-07-02,Frijol negro 1 kg,beans-dry,0,8,42.65,0,0,,
2023-07-03,Frijol negro 1 kg,beans-dry,0,5,46.14,0,0,,
2023-07-04,Frijol negro 1 kg,beans-dry,0,4,49.03,0,0,,
2023-07-05,Frijol negro 1 kg,beans-dry,0,7,48.53,0,0,,
2023-07-06,Frijol negro 1 kg,beans-dry,0,12,46.64,0,0,,
2023-07-07,Frijol negro 1 kg,beans-dry,0,8,47.7,0,0,,
2023-07-08,Frijol negro 1 kg,beans-dry,0,7,43.71,0,0,,
2023-07-09,Frijol negro 1 kg,beans-dry,0,7,43.24,0,0,,
2023-07-10,Frijol negro 1 kg,beans-dry,0,7,35.85,1,0,,
2023-07-11,Frijol negro 1 kg,beans-dry,0,4,45.34,0,0,,
2023-07-12,Frijol negro 1 kg,beans-dry,0,6,45.62,0,0,,
2023-07-13,Frijol negro 1 kg,beans-dry,0,2,46.82,0,0,,
2023-07-14,Frijol negro 1 kg,beans-dry,0,6,34.69,1,0,,
2023-07-15,Frijol negro 1 kg,beans-dry,0,5,44.74,0,0,,
2023-07-16,Frijol negro 1 kg,beans-dry,0,10,41.98,0,0,,
2023-07-17,Frijol negro 1 kg,beans-dry,0,1,49.71,0,0,,
2023-07-18,Frijol negro 1 kg,beans-dry,0,8,45.41,0,0,,
2023-07-19,Frijol negro 1 kg,beans-dry,0,3,44.72,0,0,,
2023-07-20,Frijol negro 1 kg,beans-dry,0,7,44.06,0,0,,
2023-07-21,Frijol negro 1 kg,beans-dry,0,7,47.61,0,0,,
