fecha,product_name,category_off,ventas,precio
2023-11-21,Tortillas de harina 1 kg,tortillas-flour,7,73.43
2023-11-21,Jitomate bola fresco,fresh-tomato,7,46.05
2023-11-21,Queso panela 400 g,cheese-fresh,9,27.4
2023-11-21,Aguacate criollo,avocado,20,63.78
2023-11-21,Tapa para vaso unicel 1 L 50 pzas,disposable-lids,1,17.78
2023-11-21,Tortillas de maíz 500 g,tortillas-corn,9,36.08
2023-11-21,Pera,fruits-vegetables,14,34.59
2023-11-21,Acelga,fruits-vegetables,32,33.94
2023-11-21,Helado vainilla 1 L,ice-cream,16,26.32
2023-11-21,Cerveza Corona Extra 355 ml,beer,10,11.51
2023-11-21,Néctar de durazno 1 L,juice-box,3,38.42
2023-11-21,Sal yodada 1 kg,salt,1,40.1
2023-11-21,Diezmillo de res 1 kg,beef-fresh,9,65.18
2023-11-21,Cucharas de plástico pastelero 50 pzas,disposable-cutlery,0,42.02
2023-11-21,Leche semidescremada UHT 1L,milk-uht,4,59.45
2023-11-21,Refresco cola 600 ml,soft-drinks,4,43.7
2023-11-21,Queso fresco 250 g,cheese-fresh,8,56.39
2023-11-21,Guayaba,fruits-vegetables,34,28.82
2023-11-21,Elote (maíz tierno),fruits-vegetables,53,30.33
2023-11-21,Jitomate bola fresco,fresh-tomato,4,70.03
2023-11-21,Nopal,fruits-vegetables,0,15.08
2023-11-21,Azúcar estándar 2 kg,sugar-white,5,17.51
2023-11-21,Puré de tomate 210 g,canned-tomato,7,49.25
2023-11-21,Espinaca,fruits-vegetables,33,24.6
2023-11-21,Leche Condensada La Lechera 387 g,canned-milk,1,29.59
2023-11-21,Pasta espagueti 500 g,pasta-dry,3,61.41
2023-11-21,Pan multigrano 680 g,bread-packaged,5,30.63
2023-11-21,Verdolaga,fruits-vegetables,19,28.16
2023-11-21,Yoghurt griego 150 g,yogurt,4,49.87
2023-11-21,Refresco cola 600 ml,soft-drinks,6,29.37
2023-11-21,Arroz blanco 500 g,rice-white-dry,2,21.29
2023-11-21,Queso cottage 200 g,cheese-fresh,7,72.87
2023-11-21,Plato unicel con divisiones 15 pzas,disposable-plates,5,42.95
2023-11-21,Totopos 200 g,chips,5,33.14
2023-11-21,Queso cheddar 200 g,cheese-hard,10,54.21
2023-11-21,Mango,fruits-vegetables,15,16.2
2023-11-21,Queso gouda 300 g,cheese-hard,17,47.49
2023-11-21,Salsa roja 210 g,salsa-jarred,1,12.64
2023-11-21,Puré de tomate 210 g,canned-tomato,4,27.32
2023-11-21,Queso manchego 200 g,cheese-hard,11,69.88
2023-11-21,Chile poblano,fruits-vegetables,14,31.79
2023-11-21,Aceite vegetal 1 L,oil-vegetable,5,61.53
2023-11-21,Jitomate (tomate rojo),fruits-vegetables,253,21.34
2023-11-21,Pasta fusilli 500 g,pasta-dry,7,25.11
2023-11-21,Uva,fruits-vegetables,58,34.97
2023-11-21,Carne deshebrada enlatada 300 g,canned-meat,3,9.86
2023-11-21,Piña,fruits-vegetables,63,24.98
2023-11-21,Brócoli congelado 500 g,frozen-vegetables,5,31.42
2023-11-21,Jitomate saladet fresco,fresh-tomato,15,26.21
2023-11-21,Cereal de avena 450 g,cereal-box,3,50.87
2023-11-21,Helado vainilla 1 L,ice-cream,9,79.1
2023-11-21,Jitomate bola fresco,fresh-tomato,17,39.82
2023-11-21,Granada roja,fruits-vegetables,4,26.54
2023-11-21,Vasos desechables unicel 500 ml 20 pzas,disposable-cups,6,15.75
2023-11-21,Leche descremada UHT 1L,milk-uht,5,28.42
2023-11-21,Muslo de pollo 1 kg,chicken-fresh,9,26.73
2023-11-21,Papas fritas clásicas 170 g,chips,4,14.12
2023-11-21,Papel Higiénico 4 rollos,toilet-paper,4,53.33
2023-11-21,Leche Evaporada Carnation 360 g,canned-milk,2,21.1
2023-11-21,Manzana,fruits-vegetables,18,33.13
2023-11-21,Té negro 20 sobres,tea-bags,8,58.67
2023-11-21,Frijol pinto 1 kg,beans-dry,3,16.88
2023-11-21,Col (repollo),fruits-vegetables,40,18.58
2023-11-21,Totopos 200 g,chips,1,18.46
2023-11-21,Galletas Marías 170 g,cookies,6,47.66
2023-11-21,Frijol pinto 1 kg,beans-dry,2,36.99
2023-11-21,Jitomate bola fresco,fresh-tomato,2,75.46
2023-11-21,Leche descremada UHT 1L,milk-uht,4,50.09
2023-11-21,Sal fina 750 g,salt,5,17.01
2023-11-21,Huevo blanco 12 pzas,eggs,0,72.18
2023-11-21,Galletas Marías 170 g,cookies,4,56.93
2023-11-21,Té negro 20 sobres,tea-bags,3,22.99
2023-11-21,Azúcar blanca 1 kg,sugar-white,2,48.92
2023-11-21,Helado vainilla 1 L,ice-cream,17,49.31
2023-11-21,Encendedor desechable,lighter,6,45.02
2023-11-21,Café molido 250 g,coffee-ground,0,16.26
2023-11-21,Carne deshebrada enlatada 300 g,canned-meat,4,17.34
2023-11-21,Salsa verde 210 g,salsa-jarred,0,21.15
2023-11-21,Arroz blanco 500 g,rice-white-dry,3,26.83
2023-11-21,Agua purificada 1.5 L,bottled-water,4,17.32
2023-11-21,Vaso unicel térmico 1 L (Litro) 10 pzas,disposable-cups,11,14.34
2023-11-21,Café molido 500 g,coffee-ground,1,50.5
2023-11-21,Queso gouda 300 g,cheese-hard,5,61.19
2023-11-22,Tuna,fruits-vegetables,8,15.08
2023-11-22,Té verde 25 sobres,tea-bags,5,34.51
2023-11-22,Whisky Black & White 700 ml,whisky,3,53.59
2023-11-22,Aceite vegetal 1 L,oil-vegetable,3,57.77
2023-11-22,Queso cheddar 200 g,cheese-hard,14,68.86
2023-11-22,Chuleta de cerdo 1 kg,pork-fresh,17,81.66
2023-11-22,Salsa roja 210 g,salsa-jarred,7,41.77
2023-11-22,Frijol pinto 1 kg,beans-dry,2,28.81
2023-11-22,Puré de tomate 210 g,canned-tomato,0,27.85
2023-11-22,Atún en agua 140 g,canned-fish,6,30.97
2023-11-22,Aguacate criollo,avocado,6,63.26
2023-11-22,Tortillas de maíz 500 g,tortillas-corn,17,35.81
2023-11-22,Pasta dental 75 ml,toothpaste,2,17.95
2023-11-22,Café molido 500 g,coffee-ground,4,32.41
2023-11-22,Puré de tomate 210 g,canned-tomato,5,46.21
2023-11-22,Huevo orgánico 18 pzas,eggs,4,45.16
2023-11-22,Ciruela,fruits-vegetables,5,30.48
2023-11-22,Mango,fruits-vegetables,7,16.2
2023-11-22,Jitomate bola fresco,fresh-tomato,4,50.18
2023-11-22,Pechuga de pollo fresca 1 kg,chicken-fresh,10,20.35
2023-11-22,Leche Evaporada Carnation 360 g,canned-milk,1,21.43
2023-11-22,Azúcar estándar 2 kg,sugar-white,4,29.9
2023-11-22,Tamarindo,fruits-vegetables,5,33.99
2023-11-22,Sal yodada 1 kg,salt,2,36.48
2023-11-22,Queso gouda 300 g,cheese-hard,5,72.58
2023-11-22,Néctar de durazno 1 L,juice-box,2,32.72
2023-11-22,Frijol negro 1 kg,beans-dry,2,45.07
2023-11-22,Elote (maíz tierno),fruits-vegetables,54,30.33
2023-11-22,Frijol negro 1 kg,beans-dry,1,15.03
2023-11-22,Vaso unicel térmico 1 L (Litro) 10 pzas,disposable-cups,2,18.67
2023-11-22,Helado vainilla 1 L,ice-cream,21,27.95
2023-11-22,Totopos 200 g,chips,2,19.95
2023-11-22,Ron Bacardí Blanco 750 ml,rum,1,21.69
2023-11-22,Tomate verde (tomatillo),fruits-vegetables,186,21.25
2023-11-22,Carne deshebrada enlatada 300 g,canned-meat,3,17.72
2023-11-22,Sal fina 750 g,salt,0,15.66
2023-11-22,Brócoli congelado 500 g,frozen-vegetables,7,75.37
2023-11-22,Huevo blanco 12 pzas,eggs,4,72.35
2023-11-22,Bistec de res 1 kg,beef-fresh,6,49.64
2023-11-22,Frijol pinto 1 kg,beans-dry,5,31.78
2023-11-22,Fresa,fruits-vegetables,8,26.94
2023-11-22,Leche descremada UHT 1L,milk-uht,4,52.51
2023-11-22,Yoghurt griego 150 g,yogurt,5,46.81
2023-11-22,Agua purificada 1.5 L,bottled-water,1,13.62
2023-11-22,Higo,fruits-vegetables,10,34.91
2023-11-22,Aguacate Hass,avocado,17,40.48
2023-11-22,Refresco Coca-Cola 2.5 L,soda,1,13.09
2023-11-22,Helado vainilla 1 L,ice-cream,7,84.55
2023-11-22,Galletas Marías 170 g,cookies,1,46.73
2023-11-22,Café molido 250 g,coffee-ground,1,15.91
2023-11-22,Leche semidescremada UHT 1L,milk-uht,2,22.46
2023-11-22,Nopal,fruits-vegetables,14,15.08
2023-11-22,Jitomate saladet fresco,fresh-tomato,11,25.99
2023-11-22,Chile poblano,fruits-vegetables,9,31.79
2023-11-22,Arroz blanco 500 g,rice-white-dry,0,50.3
2023-11-22,Bistec de res 1 kg,beef-fresh,10,47.92
2023-11-22,Melón,fruits-vegetables,41,17.73
2023-11-22,Refresco limón 600 ml,soft-drinks,1,16.51
2023-11-22,Sal yodada 1 kg,salt,9,20.93
2023-11-22,Cereal de avena 450 g,cereal-box,3,50.76
2023-11-22,Toronja (pomelo),fruits-vegetables,26,19.83
2023-11-22,Papas fritas clásicas 170 g,chips,9,38.13
2023-11-22,Coliflor,fruits-vegetables,26,31.15
2023-11-22,Cereal de avena 450 g,cereal-box,1,50.68
2023-11-22,Pañales etapa 4 40 pzas,baby-products,0,50.31
2023-11-22,Leche semidescremada UHT 1L,milk-uht,8,62.19
2023-11-22,Frijoles enteros 560 g,canned-beans,13,74.9
2023-11-22,Cebolla,fruits-vegetables,146,21.02
2023-11-22,Frijoles refritos 430 g,canned-beans,9,82.27
2023-11-22,Néctar de durazno 1 L,juice-box,4,39.41
2023-11-22,Frijoles enteros 560 g,canned-beans,27,26.09
2023-11-22,Té negro 20 sobres,tea-bags,3,25.98
2023-11-22,Queso panela 400 g,cheese-fresh,14,68.56
2023-11-22,Tortillas de harina 1 kg,tortillas-flour,14,76.14
2023-11-22,Frijoles refritos 430 g,canned-beans,9,67.91
2023-11-22,Carne deshebrada enlatada 300 g,canned-meat,1,10.18
2023-11-22,Atún en agua 140 g,canned-fish,5,55.89
2023-11-22,Queso panela 400 g,cheese-fresh,14,44.82
2023-11-22,Chícharo,fruits-vegetables,20,29.3
2023-11-22,Atún en aceite 140 g,canned-fish,6,20.58
2023-11-22,Tortillas de maíz 500 g,tortillas-corn,3,68.5
2023-11-22,Té negro 20 sobres,tea-bags,1,50.56
2023-11-22,Sardinas en salsa 155 g,canned-fish,2,34.28
2023-11-22,Tenedores de plástico blanco 50 pzas,disposable-cutlery,1,62.66
2023-11-22,Lima,fruits-vegetables,42,29.36
2023-11-22,Jitomate saladet fresco,fresh-tomato,12,77.27
2023-11-22,Muslo de pollo 1 kg,chicken-fresh,15,28.71
2023-11-22,Jugo de naranja 1 L,juice-box,4,25.39
2023-11-22,Café molido 500 g,coffee-ground,1,47.07
2023-11-22,Totopos 200 g,chips,0,32.46
2023-11-22,Sal yodada 1 kg,salt,7,31.91
2023-11-22,Pasta fusilli 500 g,pasta-dry,2,26.18
2023-11-22,Zanahoria,fruits-vegetables,27,16.05
2023-11-22,Aceite vegetal 1 L,oil-vegetable,3,28.93
2023-11-22,Arroz blanco 500 g,rice-white-dry,1,26.41
2023-11-22,Salsa verde 210 g,salsa-jarred,0,20.3
2023-11-22,Ajo,fruits-vegetables,71,29.54
2023-11-22,Galletas Marías 170 g,cookies,2,54.97
2023-11-22,Sal fina 750 g,salt,3,20.08
2023-11-22,Frijol pinto 1 kg,beans-dry,1,16.78
2023-11-22,Té negro 20 sobres,tea-bags,1,58.14
2023-11-22,Arroz blanco 500 g,rice-white-dry,4,22.41
2023-11-22,Papel Higiénico 4 rollos,toilet-paper,2,52.52
2023-11-22,Espinaca,fruits-vegetables,37,24.6
2023-11-22,Galletas Marías 170 g,cookies,6,49.37
2023-11-22,Helado vainilla 1 L,ice-cream,14,44.3
2023-11-22,Queso fresco 250 g,cheese-fresh,7,53.23
2023-11-22,Refresco limón 600 ml,soft-drinks,1,31.51
2023-11-22,Tortillas de maíz 1 kg,tortillas-corn,14,24.6
2023-11-22,Arroz blanco 1 kg,rice-white-dry,12,18.25
2023-11-22,Guayaba,fruits-vegetables,84,28.82
2023-11-22,Sal fina 750 g,salt,4,20.9
2023-11-22,Refresco limón 600 ml,soft-drinks,7,33.38
2023-11-22,Jitomate saladet fresco,fresh-tomato,11,32.75
2023-11-22,Jamón enlatado 200 g,canned-meat,1,11.56
2023-11-22,Pepino,fruits-vegetables,39,20.82
2023-11-22,Azúcar blanca 1 kg,sugar-white,5,44.95
2023-11-22,Pasta fusilli 500 g,pasta-dry,3,44.48
2023-11-22,Queso gouda 300 g,cheese-hard,8,64.87
2023-11-22,Plato unicel con divisiones 15 pzas,disposable-plates,9,42.57
2023-11-22,Tortillas de maíz 1 kg,tortillas-corn,5,21.59
2023-11-22,Leche descremada UHT 1L,milk-uht,6,29.46
2023-11-22,Tequila José Cuervo Especial 990 ml,tequila,0,42.31
2023-11-22,Frijoles enteros 560 g,canned-beans,12,45.63
2023-11-22,Agua purificada 1.5 L,bottled-water,1,37.7
2023-11-22,Verduras mixtas congeladas 1 kg,frozen-vegetables,21,66.82
2023-11-22,Tortillas de maíz 500 g,tortillas-corn,16,25.18
2023-11-22,Verduras mixtas congeladas 1 kg,frozen-vegetables,4,46.16
2023-11-22,Queso manchego 200 g,cheese-hard,10,61.63
2023-11-22,Jitomate (tomate rojo),fruits-vegetables,148,21.34
2023-11-22,Pan multigrano 680 g,bread-packaged,1,31.14
2023-11-22,Zapote negro,fruits-vegetables,48,33.44
2023-11-22,Piña,fruits-vegetables,85,24.98
2023-11-22,Helado vainilla 1 L,ice-cream,9,58.68
2023-11-22,Cereal de avena 450 g,cereal-box,3,51.25
2023-11-22,Queso cottage 200 g,cheese-fresh,3,69.33
2023-11-22,Queso gouda 300 g,cheese-hard,11,47.3
2023-11-22,Azúcar estándar 2 kg,sugar-white,3,15.8
2023-11-22,Leche Condensada La Lechera 387 g,canned-milk,1,35.09
2023-11-22,Verdolaga,fruits-vegetables,8,28.16
2023-11-22,Jitomate bola fresco,fresh-tomato,20,34.06
2023-11-22,Col (repollo),fruits-vegetables,48,18.58
2023-11-22,Salsa roja 210 g,salsa-jarred,0,9.0
2023-11-22,Lechuga,fruits-vegetables,31,15.42
2023-11-22,Pera,fruits-vegetables,20,34.59
2023-11-22,Refresco limón 600 ml,soft-drinks,4,27.58
2023-11-22,Sardinas en salsa 155 g,canned-fish,7,35.46
2023-11-22,Acelga,fruits-vegetables,59,33.94
2023-11-22,Queso panela 400 g,cheese-fresh,8,32.49
2023-11-22,Helado vainilla 1 L,ice-cream,9,42.75
2023-11-22,Galletas Marías 170 g,cookies,4,51.02
2023-11-22,Chile verde (jalapeño/serrano),fruits-vegetables,10,27.16
2023-11-22,Papaya,fruits-vegetables,116,33.79
2023-11-22,Refresco cola 600 ml,soft-drinks,2,44.77
2023-11-22,Ejote,fruits-vegetables,49,32.55
2023-11-22,Queso cheddar 200 g,cheese-hard,15,61.17
2023-11-22,Brócoli congelado 500 g,frozen-vegetables,12,29.01
2023-11-22,Té negro 20 sobres,tea-bags,7,51.15
2023-11-22,Jitomate bola fresco,fresh-tomato,4,81.02
2023-11-22,Manzana,fruits-vegetables,20,33.13
2023-11-22,Café molido 500 g,coffee-ground,1,55.66
2023-11-22,Encendedor desechable,lighter,6,37.92
2023-11-22,Brócoli congelado 500 g,frozen-vegetables,4,30.68
2023-11-22,Pasta espagueti 500 g,pasta-dry,3,65.04
2023-11-22,Jitomate bola fresco,fresh-tomato,9,83.1
2023-11-22,Vasos desechables unicel 500 ml 20 pzas,disposable-cups,5,15.77
2023-11-22,Refresco cola 600 ml,soft-drinks,4,30.11
2023-11-22,Totopos 200 g,chips,4,34.37
2023-11-22,Huevo blanco 12 pzas,eggs,6,71.4
2023-11-22,Atún en aceite 140 g,canned-fish,6,27.14
2023-11-22,Vasos desechables plástico 500 ml 20 pzas,disposable-cups,3,55.08
2023-11-22,Papas fritas clásicas 170 g,chips,8,15.75
2023-11-22,Plato térmico unicel No. 8 25 pzas,disposable-plates,4,54.32
2023-11-22,Pan de caja blanco 680 g,bread-packaged,11,57.94
2023-11-22,Mamey,fruits-vegetables,4,25.52
2023-11-22,Chuleta de cerdo 1 kg,pork-fresh,10,29.84
2023-11-22,Plato unicel pastelero No. 6 20 pzas,disposable-plates,3,16.89
2023-11-22,Galletas Marías 170 g,cookies,0,61.99
2023-11-22,Tomate triturado 400 g,canned-tomato,2,47.26
2023-11-22,Agua mineral 600 ml,bottled-water,6,30.96
2023-11-22,Aguacate criollo,avocado,20,69.46
2023-11-22,Tapa para vaso unicel 1 L 50 pzas,disposable-lids,3,18.59
2023-11-22,Café molido 250 g,coffee-ground,4,55.73
2023-11-22,Cerveza Corona Extra 355 ml,beer,4,12.01
2023-11-22,Sal yodada 1 kg,salt,1,42.64
2023-11-22,Diezmillo de res 1 kg,beef-fresh,8,57.09
2023-11-22,Cucharas de plástico pastelero 50 pzas,disposable-cutlery,6,42.91
2023-11-22,Sardinas en salsa 155 g,canned-fish,1,41.53
2023-11-22,Galletas de chocolate 110 g,cookies,5,24.11
2023-11-22,Cereal de maíz 500 g,cereal-box,10,12.08
2023-11-22,Huevo orgánico 18 pzas,eggs,11,56.66
2023-11-22,Chayote,fruits-vegetables,6,31.92
2023-11-22,Huevo orgánico 18 pzas,eggs,6,29.5
2023-11-22,Queso fresco 250 g,cheese-fresh,9,55.29
2023-11-22,Frijoles refritos 430 g,canned-beans,9,21.92
2023-11-22,Carne deshebrada enlatada 300 g,canned-meat,2,52.22
2023-11-22,Aguacate Hass,avocado,16,61.3
2023-11-22,Uva,fruits-vegetables,29,34.97
2023-11-22,Frijol pinto 1 kg,beans-dry,7,50.58
2023-11-22,Refresco cola 600 ml,soft-drinks,3,13.55
2023-11-22,Refresco limón 600 ml,soft-drinks,2,34.97
2023-11-22,Frijoles refritos 430 g,canned-beans,6,51.94
2023-11-22,Jugo de naranja 1 L,juice-box,12,34.82
2023-11-22,Café molido 500 g,coffee-ground,3,15.46
2023-11-22,Mayonesa McCormick 390 g,condiments,7,48.97
2023-11-22,Yoghurt natural 125 g,yogurt,14,38.48
2023-11-22,Café molido 250 g,coffee-ground,2,14.35
2023-11-22,Azúcar blanca 1 kg,sugar-white,0,61.33
2023-11-22,Café molido 250 g,coffee-ground,1,37.73
2023-11-22,Charola unicel para carne 50 pzas,disposable-trays,0,37.45
2023-11-22,Helado vainilla 1 L,ice-cream,17,69.27
2023-11-22,Chuleta de cerdo 1 kg,pork-fresh,7,48.48
2023-11-22,Helado vainilla 1 L,ice-cream,10,77.79
2023-11-22,Cereal de avena 450 g,cereal-box,2,31.49
2023-11-22,Pasta fusilli 500 g,pasta-dry,10,31.14
2023-11-22,Berenjena,fruits-vegetables,9,20.14
2023-11-22,Shampoo restauración 400 ml,shampoo,2,27.63
2023-11-22,Granada roja,fruits-vegetables,6,26.54
2023-11-22,Jamón enlatado 200 g,canned-meat,6,28.12
2023-11-22,Huevo blanco 12 pzas,eggs,5,43.12
2023-11-22,Agua purificada 1.5 L,bottled-water,5,45.24
2023-11-22,Sandía,fruits-vegetables,18,17.77
2023-11-22,Queso cheddar 200 g,cheese-hard,29,42.63
2023-11-22,Lomo de cerdo 1 kg,pork-fresh,12,67.3
2023-11-22,Pan de caja blanco 680 g,bread-packaged,10,71.93
2023-11-22,Plátano,fruits-vegetables,132,29.35
2023-11-22,Yoghurt natural 125 g,yogurt,7,69.46
2023-11-22,Salsa Catsup 340 g,condiments,4,52.75
2023-11-22,Leche descremada UHT 1L,milk-uht,6,62.8
2023-11-22,Café molido 500 g,coffee-ground,1,34.03
2023-11-22,Frijol pinto 1 kg,beans-dry,3,11.59
2023-11-22,Queso cheddar 200 g,cheese-hard,8,40.42
2023-11-22,Calabacita,fruits-vegetables,55,19.4
2023-11-22,Atún en aceite 140 g,canned-fish,4,44.87
2023-11-22,Frijoles refritos 430 g,canned-beans,13,60.68
2023-11-22,Detergente líquido 1 L,household-detergent,1,28.81
2023-11-22,Carne deshebrada enlatada 300 g,canned-meat,1,27.17
2023-11-22,Mandarina,fruits-vegetables,106,25.11
2023-11-22,Toallas femeninas flujo abundante 10 pzas,personal-care,3,48.65
2023-11-22,Helado vainilla 1 L,ice-cream,9,55.06
2023-11-22,Diezmillo de res 1 kg,beef-fresh,10,77.76
2023-11-22,Tejocote,fruits-vegetables,60,33.79
2023-11-22,Vodka Smirnoff 750 ml,vodka,0,46.05
2023-11-22,Frijol negro 1 kg,beans-dry,0,32.27
2023-11-22,Refresco limón 600 ml,soft-drinks,8,47.06
2023-11-22,Salsa verde 210 g,salsa-jarred,6,37.91
2023-11-22,Azúcar estándar 2 kg,sugar-white,7,17.98
2023-11-22,Papas fritas clásicas 170 g,chips,4,11.74
2023-11-22,Aceite vegetal 1 L,oil-vegetable,3,32.72
2023-11-22,Carne deshebrada enlatada 300 g,canned-meat,3,42.01
2023-11-22,Plato unicel plano grande No. 9 25 pzas,disposable-plates,8,19.26
2023-11-22,Jamón enlatado 200 g,canned-meat,12,23.07
2023-11-22,Aceite vegetal 1 L,oil-vegetable,2,43.59
2023-11-22,Pasta espagueti 500 g,pasta-dry,6,54.11
2023-11-22,Aguacate criollo,avocado,17,50.87
2023-11-22,Aguacate Hass,avocado,19,39.74
2023-11-22,Detergente líquido 1 L,household-detergent,2,52.34
2023-11-22,Sal fina 750 g,salt,2,36.35
2023-11-22,Galletas de chocolate 110 g,cookies,5,36.44
2023-11-22,Tortillas de harina 1 kg,tortillas-flour,19,50.7
2023-11-22,Té verde 25 sobres,tea-bags,7,21.63
2023-11-22,Queso manchego 200 g,cheese-hard,5,34.69
2023-11-22,Refresco cola 600 ml,soft-drinks,3,48.24
2023-11-22,Tortillas de harina 1 kg,tortillas-flour,2,26.7
2023-11-22,Betabel,fruits-vegetables,42,30.22
2023-11-22,Huevo blanco 12 pzas,eggs,6,32.54
2023-11-22,Plato unicel hondo pozolero 20 pzas,disposable-plates,1,41.98
2023-11-22,Queso cottage 200 g,cheese-fresh,11,22.73
2023-11-22,Arroz blanco 500 g,rice-white-dry,2,41.51
2023-11-22,Contenedor térmico unicel con tapa (Hamburguesero) 50 pzas,disposable-containers,1,52.55
2023-11-22,Brandy Presidente 940 ml,brandy,1,45.56
2023-11-22,Sal fina 750 g,salt,4,40.63
2023-11-22,Berro,fruits-vegetables,13,30.21
2023-11-23,Tortillas de harina 1 kg,tortillas-flour,12,47.02
2023-11-23,Galletas de chocolate 110 g,cookies,9,25.59
2023-11-23,Pañales etapa 4 40 pzas,baby-products,1,49.46
2023-11-23,Azúcar estándar 2 kg,sugar-white,3,30.8
2023-11-23,Frijol pinto 1 kg,beans-dry,2,10.9
2023-11-23,Lomo de cerdo 1 kg,pork-fresh,9,69.15
2023-11-23,Zapote negro,fruits-vegetables,49,33.44
2023-11-23,Mango,fruits-vegetables,23,16.2
2023-11-23,Aguacate Hass,avocado,12,44.12
2023-11-23,Brócoli congelado 500 g,frozen-vegetables,2,31.12
2023-11-23,Jitomate bola fresco,fresh-tomato,6,79.51
2023-11-23,Leche Evaporada Carnation 360 g,canned-milk,0,20.04
2023-11-23,Papas fritas clásicas 170 g,chips,5,15.32
2023-11-23,Refresco cola 600 ml,soft-drinks,3,43.18
2023-11-23,Contenedor térmico unicel con tapa (Hamburguesero) 50 pzas,disposable-containers,1,59.52
2023-11-23,Papaya,fruits-vegetables,209,33.79
2023-11-23,Helado vainilla 1 L,ice-cream,18,73.79
2023-11-23,Té verde 25 sobres,tea-bags,6,33.87
2023-11-23,Helado vainilla 1 L,ice-cream,12,42.05
2023-11-23,Café molido 500 g,coffee-ground,0,31.62
2023-11-23,Pasta dental 75 ml,toothpaste,3,16.57
2023-11-23,Queso panela 400 g,cheese-fresh,19,52.12
2023-11-23,Muslo de pollo 1 kg,chicken-fresh,10,28.49
2023-11-23,Cerveza Corona Extra 355 ml,beer,4,11.35
2023-11-23,Carne deshebrada enlatada 300 g,canned-meat,4,29.87
2023-11-23,Galletas Marías 170 g,cookies,7,47.67
2023-11-23,Brócoli congelado 500 g,frozen-vegetables,11,75.54
2023-11-23,Jitomate bola fresco,fresh-tomato,11,34.36
2023-11-23,Leche Condensada La Lechera 387 g,canned-milk,0,31.35
2023-11-23,Tomate verde (tomatillo),fruits-vegetables,225,21.25
2023-11-23,Queso manchego 200 g,cheese-hard,6,36.46
2023-11-23,Nopal,fruits-vegetables,26,15.08
2023-11-23,Queso gouda 300 g,cheese-hard,6,80.83
2023-11-23,Betabel,fruits-vegetables,37,30.22
2023-11-23,Salsa verde 210 g,salsa-jarred,5,37.01
2023-11-23,Arroz blanco 500 g,rice-white-dry,5,49.45
2023-11-23,Jitomate (tomate rojo),fruits-vegetables,114,21.34
2023-11-23,Queso cottage 200 g,cheese-fresh,10,75.56
2023-11-23,Vodka Smirnoff 750 ml,vodka,3,50.18
2023-11-23,Uva,fruits-vegetables,37,34.97
2023-11-23,Jitomate saladet fresco,fresh-tomato,15,25.62
2023-11-23,Tortillas de maíz 1 kg,tortillas-corn,6,24.21
2023-11-23,Leche descremada UHT 1L,milk-uht,7,33.53
2023-11-23,Galletas Marías 170 g,cookies,0,57.05
2023-11-23,Café molido 250 g,coffee-ground,1,32.17
2023-11-23,Sal yodada 1 kg,salt,9,20.35
2023-11-23,Totopos 200 g,chips,4,18.69
2023-11-23,Sardinas en salsa 155 g,canned-fish,0,43.39
2023-11-23,Tejocote,fruits-vegetables,17,33.79
2023-11-23,Café molido 250 g,coffee-ground,3,56.22
2023-11-23,Queso panela 400 g,cheese-fresh,18,64.72
2023-11-23,Calabacita,fruits-vegetables,48,19.4
2023-11-23,Chuleta de cerdo 1 kg,pork-fresh,12,29.79
2023-11-23,Huevo blanco 12 pzas,eggs,3,37.94
2023-11-23,Plato térmico unicel No. 8 25 pzas,disposable-plates,3,47.0
2023-11-23,Leche descremada UHT 1L,milk-uht,5,44.64
2023-11-23,Toronja (pomelo),fruits-vegetables,86,19.83
2023-11-23,Pera,fruits-vegetables,17,34.59
2023-11-23,Queso cheddar 200 g,cheese-hard,15,50.19
2023-11-23,Jitomate saladet fresco,fresh-tomato,14,31.71
2023-11-23,Frijoles enteros 560 g,canned-beans,7,73.53
2023-11-23,Sal yodada 1 kg,salt,3,30.44
2023-11-23,Plato unicel plano grande No. 9 25 pzas,disposable-plates,8,18.58
2023-11-23,Sardinas en salsa 155 g,canned-fish,0,34.81
2023-11-23,Refresco limón 600 ml,soft-drinks,1,28.88
2023-11-23,Azúcar blanca 1 kg,sugar-white,4,47.44
2023-11-23,Frijol negro 1 kg,beans-dry,8,43.1
2023-11-23,Plato unicel pastelero No. 6 20 pzas,disposable-plates,6,16.34
2023-11-23,Refresco limón 600 ml,soft-drinks,1,32.87
2023-11-23,Tortillas de harina 1 kg,tortillas-flour,10,74.52
2023-11-23,Aceite vegetal 1 L,oil-vegetable,4,54.29
2023-11-23,Detergente líquido 1 L,household-detergent,3,59.55
2023-11-23,Brandy Presidente 940 ml,brandy,3,50.48
2023-11-23,Toallas femeninas flujo abundante 10 pzas,personal-care,1,49.66
2023-11-23,Helado vainilla 1 L,ice-cream,14,53.53
2023-11-23,Papas fritas clásicas 170 g,chips,1,11.75
2023-11-23,Pasta espagueti 500 g,pasta-dry,4,53.59
2023-11-23,Azúcar estándar 2 kg,sugar-white,6,14.94
2023-11-23,Aceite vegetal 1 L,oil-vegetable,2,34.01
2023-11-23,Aguacate Hass,avocado,21,58.44
2023-11-23,Queso cottage 200 g,cheese-fresh,10,22.22
2023-11-23,Carne deshebrada enlatada 300 g,canned-meat,2,41.47
2023-11-23,Tortillas de maíz 1 kg,tortillas-corn,4,23.66
